0 0 264 324464 245000 81920
1 0 264 325848 245000 81920
2 0 264 325848 245000 81920
3 0 264 325848 245000 81920
4 0 264 325848 245000 81920
5 0 264 325848 245000 81920
6 0 264 325848 245000 81920
7 0 264 325848 245000 81920
8 0 264 325848 245000 81920
9 0 264 325848 245000 81920
10 0 264 325848 245000 81920
11 0 264 325848 245000 81920
12 0 264 325848 245000 81920
13 0 264 325848 245000 81920
14 0 264 325848 245000 81920
15 0 264 325848 245000 81920
16 0 264 325848 245000 81920
17 0 264 325848 245000 81920
18 0 264 325848 245000 81920
19 0 264 325848 245000 81920
20 0 264 325848 245000 81920
21 0 264 325848 245000 81920
22 0 264 325848 245000 81920
23 0 264 325848 245000 81920
24 0 264 325848 245000 81920
25 0 264 325848 245000 81920
26 0 264 325848 245000 81920
27 0 264 325848 245000 81920
28 0 264 325848 245000 81920
29 0 264 325848 245000 81920
30 0 264 325848 245000 81920
31 0 264 325848 245000 81920
32 0 264 325848 245000 81920
33 0 264 325848 245000 81920
34 0 264 325848 245000 81920
35 0 264 325848 245000 81920
36 0 264 325848 245000 81920
37 0 264 325848 245000 81920
38 0 264 325848 245000 81920
39 0 264 325848 245000 81920
40 0 264 325848 245000 81920
41 0 264 325848 245000 81920
42 0 264 325848 245000 81920
43 0 264 325848 245000 81920
44 0 264 325848 245000 81920
45 0 264 325848 245000 81920
46 0 264 325848 245000 81920
47 0 264 325848 245000 81920
48 0 264 325848 245000 81920
49 0 264 325848 245000 81920
50 0 264 325848 245000 81920
51 0 264 325848 245000 81920
52 0 264 325848 245000 81920
53 0 264 325848 245000 81920
54 0 264 325848 245000 81920
55 0 264 325848 245000 81920
56 0 264 325848 245000 81920
57 0 264 325848 245000 81920
58 0 264 325848 245000 81920
59 0 264 325848 245000 81920
60 0 264 325848 245000 81920
61 0 264 325848 245000 81920
62 0 264 325848 245000 81920
63 0 264 325848 245000 81920
64 0 264 325848 245000 81920
65 0 264 325848 245000 81920
66 0 264 325848 245000 81920
67 0 264 325848 245000 81920
68 0 264 325848 245000 81920
69 0 264 325848 245000 81920
70 0 264 325848 245000 81920
71 0 264 325848 245000 81920
72 0 264 325848 245000 81920
73 0 264 325848 245000 81920
74 0 264 325848 245000 81920
75 0 264 325848 245000 81920
76 0 264 325848 245000 81920
77 0 264 325848 245000 81920
78 0 264 325848 245000 81920
79 0 264 325848 245000 81920
80 0 264 325848 245000 81920
81 0 264 325848 245000 81920
82 0 264 325848 245000 81920
83 0 264 325848 245000 81920
84 0 264 325848 245000 81920
85 0 264 325848 245000 81920
86 0 264 325848 245000 81920
87 0 264 325848 245000 81920
88 0 264 325848 245000 81920
89 0 264 325848 245000 81920
90 0 264 325848 245000 81920
91 0 264 325848 245000 81920
92 0 264 325848 245000 81920
93 0 264 325848 245000 81920
94 0 264 325848 245000 81920
95 0 264 325848 245000 81920
96 0 264 325848 245000 81920
97 0 264 325848 245000 81920
98 0 264 325848 245000 81920
99 0 264 325848 245000 81920
100 0 264 325848 245000 81920
101 0 264 325848 245000 81920
102 0 264 325848 245000 81920
103 0 264 325848 245000 81920
104 0 264 325848 245000 81920
105 0 264 325848 245000 81920
106 0 264 325848 245000 81920
107 0 264 325848 245000 81920
108 0 264 325848 245000 81920
109 0 264 325848 245000 81920
110 0 264 325848 245000 81920
111 0 264 325848 245000 81920
112 0 264 325848 245000 81920
113 0 264 325848 245000 81920
114 0 264 325848 245000 81920
115 0 264 325848 245000 81920
116 0 264 325848 245000 81920
117 0 264 325848 245000 81920
118 0 264 325848 245000 81920
119 0 264 325848 245000 81920
120 0 264 325848 245000 81920
121 0 264 325848 245000 81920
122 0 264 325848 245000 81920
123 0 264 325848 245000 81920
124 0 264 325848 245000 81920
125 0 264 325848 245000 81920
126 0 264 325848 245000 81920
127 0 264 325848 245000 81920
128 0 264 325848 245000 81920
129 0 264 325848 245000 81920
130 0 264 325848 245000 81920
131 0 264 325848 245000 81920
132 0 264 325848 245000 81920
133 0 264 325848 245000 81920
134 0 264 325848 245000 81920
135 0 264 325848 245000 81920
136 0 264 325848 245000 81920
137 0 264 325848 245000 81920
138 0 264 325848 245000 81920
139 0 264 325848 245000 81920
140 0 264 325848 245000 81920
141 0 264 325848 245000 81920
142 0 264 325848 245000 81920
143 0 264 325848 245000 81920
144 0 264 325848 245000 81920
